date,reserve_type,currency,value
2018-02-01,Foreign Currency Assets,US $ Millions,395841.5
2018-02-01,Gold,₹ Crores,140120.0
2018-02-01,Gold,US $ Millions,21522.5
2018-02-01,Reserve Tranche Position,₹ Crores,13460.0
2018-02-01,Reserve Tranche Position,US $ Millions,2067.2
2018-02-01,SDRs,SDRs Millions,1059.3
2018-02-01,SDRs,₹ Crores,9970.0
2018-02-01,SDRs,US $ Millions,1531.6
2018-02-01,Total,₹ Crores,2740020.0
2018-02-01,Total,US $ Millions,420962.8
2018-01-01,Foreign Currency Assets,₹ Crores,2529550.0
2018-01-01,Foreign Currency Assets,US $ Millions,397222.3
2018-01-01,Gold,₹ Crores,137020.0
2018-01-01,Gold,US $ Millions,21514.4
2018-01-01,Reserve Tranche Position,₹ Crores,13270.0
2018-01-01,Reserve Tranche Position,US $ Millions,2083.3
2018-01-01,SDRs,SDRs Millions,1061.4
2018-01-01,SDRs,₹ Crores,9850.0
2018-01-01,SDRs,US $ Millions,1546.5
2018-01-01,Total,₹ Crores,2689690.0
2018-01-01,Total,US $ Millions,422366.5
2017-12-01,Foreign Currency Assets,₹ Crores,2461540.0
2017-12-01,Foreign Currency Assets,US $ Millions,385103.9
2017-12-01,Gold,₹ Crores,130550.0
2017-12-01,Gold,US $ Millions,20421.6
2005-05-01,SDRs,₹ Crores,19.0
2017-12-01,Reserve Tranche Position,₹ Crores,13010.0
2017-12-01,Reserve Tranche Position,US $ Millions,2035.2
2017-12-01,SDRs,SDRs Millions,1061.4
2017-12-01,SDRs,₹ Crores,9660.0
2017-12-01,SDRs,US $ Millions,1511.5
2017-12-01,Total,₹ Crores,2614760.0
2017-12-01,Total,US $ Millions,409072.2
2017-11-01,Foreign Currency Assets,₹ Crores,2431640.0
2017-11-01,Foreign Currency Assets,US $ Millions,377456.1
2017-11-01,Gold,₹ Crores,133400.0
2017-11-01,Gold,US $ Millions,20703.4
2017-11-01,Reserve Tranche Position,₹ Crores,14690.0
2017-11-01,Reserve Tranche Position,US $ Millions,2280.2
2017-11-01,SDRs,SDRs Millions,1061.4
2017-11-01,SDRs,₹ Crores,9680.0
2017-11-01,SDRs,US $ Millions,1502.3
2017-11-01,Total,₹ Crores,2589410.0
2017-11-01,Total,US $ Millions,401942.0
2017-10-01,Foreign Currency Assets,₹ Crores,2427240.0
2017-10-01,Foreign Currency Assets,US $ Millions,374802.1
2017-10-01,Gold,₹ Crores,133870.0
2017-10-01,Gold,US $ Millions,20666.9
2017-10-01,Reserve Tranche Position,₹ Crores,14660.0
2017-10-01,Reserve Tranche Position,US $ Millions,2262.9
2017-10-01,SDRs,SDRs Millions,1062.8
2017-10-01,SDRs,₹ Crores,9670.0
2017-10-01,SDRs,US $ Millions,1492.9
2017-10-01,Total,₹ Crores,2585440.0
2017-10-01,Total,US $ Millions,399224.8
2017-09-01,Foreign Currency Assets,₹ Crores,2451380.0
2017-09-01,Foreign Currency Assets,US $ Millions,375186.4
2017-09-01,Gold,₹ Crores,138820.0
2017-09-01,Gold,US $ Millions,21240.5
2017-09-01,Reserve Tranche Position,₹ Crores,14880.0
2017-09-01,Reserve Tranche Position,US $ Millions,2276.4
2017-09-01,SDRs,SDRs Millions,1062.8
2017-09-01,SDRs,₹ Crores,9820.0
2017-09-01,SDRs,US $ Millions,1502.0
2017-09-01,Total,₹ Crores,2614900.0
2017-09-01,Total,US $ Millions,400205.3
2017-08-01,Foreign Currency Assets,₹ Crores,2389660.0
2017-08-01,Foreign Currency Assets,US $ Millions,373351.5
2017-08-01,Gold,₹ Crores,132460.0
2017-08-01,Gold,US $ Millions,20691.9
2017-08-01,Reserve Tranche Position,₹ Crores,14570.0
2017-08-01,Reserve Tranche Position,US $ Millions,2276.6
2017-08-01,SDRs,SDRs Millions,1062.8
2017-08-01,SDRs,₹ Crores,9620.0
2017-08-01,SDRs,US $ Millions,1502.1
2017-08-01,Total,₹ Crores,2546310.0
2017-08-01,Total,US $ Millions,397822.1
2017-07-01,Foreign Currency Assets,₹ Crores,2370140.0
2017-07-01,Foreign Currency Assets,US $ Millions,369946.1
2017-07-01,Gold,₹ Crores,127790.0
2017-07-01,Gold,US $ Millions,19943.6
2017-07-01,Reserve Tranche Position,₹ Crores,14530.0
2017-07-01,Reserve Tranche Position,US $ Millions,2267.5
2017-07-01,SDRs,SDRs Millions,1064.1
2017-07-01,SDRs,₹ Crores,9600.0
2017-07-01,SDRs,US $ Millions,1498.0
2017-07-01,Total,₹ Crores,2522060.0
2017-07-01,Total,US $ Millions,393655.2
2017-06-01,Foreign Currency Assets,₹ Crores,2345510.0
2017-06-01,Foreign Currency Assets,US $ Millions,362388.8
2017-06-01,Gold,₹ Crores,131730.0
2017-06-01,Gold,US $ Millions,20348.5
2017-06-01,Reserve Tranche Position,₹ Crores,15030.0
2017-06-01,Reserve Tranche Position,US $ Millions,2322.4
2017-06-01,SDRs,SDRs Millions,1064.1
2017-06-01,SDRs,₹ Crores,9580.0
2017-06-01,SDRs,US $ Millions,1479.7
2017-06-01,Total,₹ Crores,2501850.0
2017-06-01,Total,US $ Millions,386539.4
2017-05-01,Foreign Currency Assets,₹ Crores,2298780.0
2017-05-01,Foreign Currency Assets,US $ Millions,356220.2
2017-05-01,Gold,₹ Crores,129710.0
2017-05-01,Gold,US $ Millions,20095.7
2017-05-01,Reserve Tranche Position,₹ Crores,14920.0
2017-05-01,Reserve Tranche Position,US $ Millions,2311.5
2017-05-01,SDRs,SDRs Millions,1064.9
2017-05-01,SDRs,₹ Crores,9510.0
2017-05-01,SDRs,US $ Millions,1473.0
2017-05-01,Total,₹ Crores,2452920.0
2017-05-01,Total,US $ Millions,380100.4
2017-04-01,Foreign Currency Assets,₹ Crores,2241130.0
2017-04-01,Foreign Currency Assets,US $ Millions,349055.8
2017-04-01,Gold,₹ Crores,131250.0
2017-04-01,Gold,US $ Millions,20438.9
2017-04-01,Reserve Tranche Position,₹ Crores,15070.0
2017-04-01,Reserve Tranche Position,US $ Millions,2347.2
2017-04-01,SDRs,SDRs Millions,1064.9
2017-04-01,SDRs,₹ Crores,9380.0
2017-04-01,SDRs,US $ Millions,1460.0
2017-04-01,Total,₹ Crores,2396830.0
2017-04-01,Total,US $ Millions,373301.9
2017-03-01,Foreign Currency Assets,₹ Crores,2244940.0
2017-03-01,Foreign Currency Assets,US $ Millions,346318.5
2017-03-01,Gold,₹ Crores,128830.0
2017-03-01,Gold,US $ Millions,19869.0
2017-03-01,Reserve Tranche Position,₹ Crores,15050.0
2017-03-01,Reserve Tranche Position,US $ Millions,2320.7
2017-03-01,SDRs,SDRs Millions,1066.1
2017-03-01,SDRs,₹ Crores,9380.0
2017-03-01,SDRs,US $ Millions,1446.5
2017-03-01,Total,₹ Crores,2398200.0
2017-03-01,Total,US $ Millions,369954.7
2017-02-01,Foreign Currency Assets,₹ Crores,2272000.0
2017-02-01,Foreign Currency Assets,US $ Millions,340586.1
2017-02-01,Gold,₹ Crores,132900.0
2017-02-01,Gold,US $ Millions,19914.0
2017-02-01,Reserve Tranche Position,₹ Crores,15450.0
2017-02-01,Reserve Tranche Position,US $ Millions,2315.6
2017-02-01,SDRs,SDRs Millions,1066.1
2017-02-01,SDRs,₹ Crores,9630.0
2017-02-01,SDRs,US $ Millions,1443.3
2017-02-01,Total,₹ Crores,2429980.0
2017-02-01,Total,US $ Millions,364259.0
2017-01-01,Foreign Currency Assets,₹ Crores,2303950.0
2017-01-01,Foreign Currency Assets,US $ Millions,339932.4
2017-01-01,Gold,₹ Crores,130530.0
2017-01-01,Gold,US $ Millions,19248.4
2017-01-01,Reserve Tranche Position,₹ Crores,15760.0
2017-01-01,Reserve Tranche Position,US $ Millions,2324.1
2017-01-01,SDRs,SDRs Millions,1065.4
2017-01-01,SDRs,₹ Crores,9820.0
2017-01-01,SDRs,US $ Millions,1447.7
2017-01-01,Total,₹ Crores,2460060.0
2017-01-01,Total,US $ Millions,362952.6
2016-12-01,Foreign Currency Assets,₹ Crores,2286000.0
2016-12-01,Foreign Currency Assets,US $ Millions,336582.5
2016-12-01,Gold,₹ Crores,126290.0
2016-12-01,Gold,US $ Millions,18584.1
2016-12-01,Reserve Tranche Position,₹ Crores,15620.0
2016-12-01,Reserve Tranche Position,US $ Millions,2299.0
2016-12-01,SDRs,SDRs Millions,1065.5
2016-12-01,SDRs,₹ Crores,9730.0
2016-12-01,SDRs,US $ Millions,1432.4
2016-12-01,Total,₹ Crores,2437640.0
2016-12-01,Total,US $ Millions,358898.0
2016-11-01,Foreign Currency Assets,₹ Crores,2309840.0
2016-11-01,Foreign Currency Assets,US $ Millions,337381.6
2016-11-01,Gold,₹ Crores,136930.0
2016-11-01,Gold,US $ Millions,19982.9
2016-11-01,Reserve Tranche Position,₹ Crores,15860.0
2016-11-01,Reserve Tranche Position,US $ Millions,2314.2
2016-11-01,SDRs,SDRs Millions,1065.4
2016-11-01,SDRs,₹ Crores,9880.0
2016-11-01,SDRs,US $ Millions,1442.3
2016-11-01,Total,₹ Crores,2472510.0
2016-11-01,Total,US $ Millions,361121.0
2016-10-01,Foreign Currency Assets,₹ Crores,2279070.0
2016-10-01,Foreign Currency Assets,US $ Millions,341944.6
2016-10-01,Gold,₹ Crores,136790.0
2016-10-01,Gold,US $ Millions,20460.8
2016-10-01,Reserve Tranche Position,₹ Crores,15680.0
2016-10-01,Reserve Tranche Position,US $ Millions,2344.6
2016-10-01,SDRs,SDRs Millions,1065.5
2016-10-01,SDRs,₹ Crores,9770.0
2016-10-01,SDRs,US $ Millions,1461.6
2016-10-01,Total,₹ Crores,2441310.0
2016-10-01,Total,US $ Millions,366211.6
2016-09-01,Foreign Currency Assets,₹ Crores,2300790.0
2016-09-01,Foreign Currency Assets,US $ Millions,346710.9
2016-09-01,Gold,₹ Crores,142690.0
2016-09-01,Gold,US $ Millions,21406.3
2016-09-01,Reserve Tranche Position,₹ Crores,15900.0
2016-09-01,Reserve Tranche Position,US $ Millions,2385.8
2016-09-01,SDRs,SDRs Millions,1065.5
2016-09-01,SDRs,₹ Crores,9910.0
2016-09-01,SDRs,US $ Millions,1487.3
2016-09-01,Total,₹ Crores,2469290.0
2016-09-01,Total,US $ Millions,371990.3
2016-08-01,Foreign Currency Assets,₹ Crores,2273830.0
2016-08-01,Foreign Currency Assets,US $ Millions,341279.1
2016-08-01,Gold,₹ Crores,144970.0
2016-08-01,Gold,US $ Millions,21642.7
2016-08-01,Reserve Tranche Position,₹ Crores,16030.0
2016-08-01,Reserve Tranche Position,US $ Millions,2392.5
2016-08-01,SDRs,SDRs Millions,1065.6
2016-08-01,SDRs,₹ Crores,9950.0
2016-08-01,SDRs,US $ Millions,1485.7
2016-08-01,Total,₹ Crores,2444780.0
2016-07-01,Gold,US $ Millions,21584.6
2016-07-01,Reserve Tranche Position,₹ Crores,16030.0
2016-07-01,Reserve Tranche Position,US $ Millions,2390.8
2016-07-01,SDRs,SDRs Millions,1065.6
2016-07-01,SDRs,₹ Crores,9950.0
2016-07-01,SDRs,US $ Millions,1484.8
2016-07-01,Total,₹ Crores,2444590.0
2016-07-01,Total,US $ Millions,366503.9
2016-06-01,Foreign Currency Assets,₹ Crores,2278740.0
2016-06-01,Foreign Currency Assets,US $ Millions,339042.3
2016-06-01,Gold,₹ Crores,139130.0
2016-06-01,Gold,US $ Millions,20576.4
2016-06-01,Reserve Tranche Position,₹ Crores,16230.0
2016-06-01,Reserve Tranche Position,US $ Millions,2399.9
2016-06-01,SDRs,SDRs Millions,1065.8
2016-06-01,SDRs,₹ Crores,10060.0
2016-06-01,SDRs,US $ Millions,1487.5
2016-06-01,Total,₹ Crores,2444160.0
2016-06-01,Total,US $ Millions,363506.1
2016-05-01,Foreign Currency Assets,₹ Crores,2254490.0
2016-05-01,Foreign Currency Assets,US $ Millions,337360.6
2016-05-01,Gold,₹ Crores,136620.0
2016-05-01,Gold,US $ Millions,20328.9
2016-05-01,Reserve Tranche Position,₹ Crores,16260.0
2016-05-01,Reserve Tranche Position,US $ Millions,2420.3
2016-05-01,SDRs,SDRs Millions,1065.8
2016-05-01,SDRs,₹ Crores,10030.0
2016-05-01,SDRs,US $ Millions,1495.2
2016-05-01,Total,₹ Crores,2417400.0
2016-05-01,Total,US $ Millions,361605.0
2016-04-01,Foreign Currency Assets,₹ Crores,2244220.0
2016-04-01,Foreign Currency Assets,US $ Millions,339024.5
2016-04-01,Gold,₹ Crores,133320.0
2016-04-01,Gold,US $ Millions,20043.0
2016-04-01,Reserve Tranche Position,₹ Crores,16440.0
2016-04-01,Reserve Tranche Position,US $ Millions,2470.9
2016-04-01,SDRs,SDRs Millions,1065.8
2016-04-01,SDRs,₹ Crores,10050.0
2016-04-01,SDRs,US $ Millions,1510.6
2016-04-01,Total,₹ Crores,2404030.0
2016-04-01,Total,US $ Millions,363049.0
2016-03-01,Foreign Currency Assets,₹ Crores,2219060.0
2016-03-01,Foreign Currency Assets,US $ Millions,336103.9
2016-03-01,Gold,₹ Crores,133430.0
2016-03-01,Gold,US $ Millions,20115.0
2016-03-01,Reserve Tranche Position,₹ Crores,16290.0
2016-03-01,Reserve Tranche Position,US $ Millions,2455.8
2016-03-01,SDRs,SDRs Millions,1065.8
2016-03-01,SDRs,₹ Crores,9960.0
2016-03-01,SDRs,US $ Millions,1501.5
2016-03-01,Total,₹ Crores,2378740.0
2016-03-01,Total,US $ Millions,360176.2
2016-02-01,Foreign Currency Assets,₹ Crores,2214020.0
2016-02-01,Foreign Currency Assets,US $ Millions,325049.4
2016-02-01,Gold,₹ Crores,132590.0
2016-02-01,Gold,US $ Millions,19324.8
2016-02-01,Reserve Tranche Position,₹ Crores,17650.0
2016-02-01,Reserve Tranche Position,US $ Millions,2571.7
2016-02-01,SDRs,SDRs Millions,1065.8
2016-02-01,SDRs,₹ Crores,10100.0
2016-02-01,SDRs,US $ Millions,1472.2
2016-02-01,Total,₹ Crores,2374360.0
2016-02-01,Total,US $ Millions,348418.1
2016-01-01,Foreign Currency Assets,₹ Crores,2202630.0
2016-01-01,Foreign Currency Assets,US $ Millions,326631.1
2016-01-01,Gold,₹ Crores,120120.0
2016-01-01,Gold,US $ Millions,17696.6
2016-01-01,Reserve Tranche Position,₹ Crores,8770.0
2016-01-01,Reserve Tranche Position,US $ Millions,1292.9
2016-01-01,SDRs,SDRs Millions,2889.0
2016-01-01,SDRs,₹ Crores,27070.0
2016-01-01,SDRs,US $ Millions,3988.3
2016-01-01,Total,₹ Crores,2358590.0
2016-01-01,Total,US $ Millions,349608.9
2015-12-01,Foreign Currency Assets,₹ Crores,2164040.0
2015-12-01,Foreign Currency Assets,US $ Millions,327840.1
2015-12-01,Gold,₹ Crores,114350.0
2015-12-01,Gold,US $ Millions,17240.1
2015-12-01,Reserve Tranche Position,₹ Crores,8610.0
2015-12-01,Reserve Tranche Position,US $ Millions,1297.9
2015-12-01,SDRs,SDRs Millions,2889.0
2015-12-01,SDRs,₹ Crores,26540.0
2015-12-01,SDRs,US $ Millions,4003.3
2015-12-01,Total,₹ Crores,2313540.0
2015-12-01,Total,US $ Millions,350381.4
2015-11-01,Foreign Currency Assets,₹ Crores,2176210.0
2015-11-01,Foreign Currency Assets,US $ Millions,327454.0
2015-11-01,Gold,₹ Crores,117220.0
2015-11-01,Gold,US $ Millions,17543.8
2015-11-01,Reserve Tranche Position,₹ Crores,8580.0
2015-11-01,Reserve Tranche Position,US $ Millions,1285.2
2015-11-01,SDRs,SDRs Millions,2889.0
2015-11-01,SDRs,₹ Crores,26490.0
2015-11-01,SDRs,US $ Millions,3964.2
2015-11-01,Total,₹ Crores,2328500.0
2015-11-01,Total,US $ Millions,350247.2
2015-10-01,Foreign Currency Assets,₹ Crores,2145750.0
2015-10-01,Foreign Currency Assets,US $ Millions,330141.2
2015-10-01,Gold,₹ Crores,121910.0
2015-10-01,Gold,US $ Millions,18691.8
2015-10-01,Reserve Tranche Position,₹ Crores,8530.0
2015-10-01,Reserve Tranche Position,US $ Millions,1308.3
2015-10-01,SDRs,SDRs Millions,2889.0
2015-10-01,SDRs,₹ Crores,26320.0
2015-10-01,SDRs,US $ Millions,4035.5
2015-10-01,Total,₹ Crores,2302510.0
2015-09-01,Foreign Currency Assets,₹ Crores,2139350.0
2015-09-01,Foreign Currency Assets,US $ Millions,326767.0
2015-09-01,Gold,₹ Crores,119330.0
2015-09-01,Gold,US $ Millions,18151.8
2015-09-01,Reserve Tranche Position,₹ Crores,8640.0
2015-09-01,Reserve Tranche Position,US $ Millions,1314.4
2015-09-01,SDRs,SDRs Millions,2889.0
2015-09-01,SDRs,₹ Crores,26660.0
2015-09-01,SDRs,US $ Millions,4055.4
2015-09-01,Total,₹ Crores,2293980.0
2015-09-01,Total,US $ Millions,350288.6
2015-08-01,Foreign Currency Assets,₹ Crores,2164870.0
2015-08-01,Foreign Currency Assets,US $ Millions,328055.4
2015-08-01,Gold,₹ Crores,119590.0
2015-08-01,Gold,US $ Millions,18035.3
2015-08-01,Reserve Tranche Position,₹ Crores,8560.0
2015-08-01,Reserve Tranche Position,US $ Millions,1291.4
2015-08-01,SDRs,SDRs Millions,2889.0
2015-08-01,SDRs,₹ Crores,26890.0
2015-08-01,SDRs,US $ Millions,4055.5
2015-08-01,Total,₹ Crores,2319910.0
2015-08-01,Total,US $ Millions,351437.6
2015-07-01,Foreign Currency Assets,₹ Crores,2107010.0
2015-07-01,Foreign Currency Assets,US $ Millions,329875.3
2015-07-01,Gold,₹ Crores,116810.0
2015-07-01,Gold,US $ Millions,18250.1
2015-07-01,Reserve Tranche Position,₹ Crores,8360.0
2015-07-01,Reserve Tranche Position,US $ Millions,1306.0
2015-07-01,SDRs,SDRs Millions,2889.0
2015-07-01,SDRs,₹ Crores,25790.0
2015-07-01,SDRs,US $ Millions,4029.1
2015-07-01,Total,₹ Crores,2257970.0
2015-07-01,Total,US $ Millions,353460.5
2015-06-01,Foreign Currency Assets,₹ Crores,2110050.0
2015-06-01,Foreign Currency Assets,US $ Millions,331547.0
2015-06-01,Gold,₹ Crores,121610.0
2015-06-01,Gold,US $ Millions,19074.2
2015-06-01,Reserve Tranche Position,₹ Crores,8400.0
2015-06-01,Reserve Tranche Position,US $ Millions,1316.9
2015-06-01,SDRs,SDRs Millions,2889.0
2015-06-01,SDRs,₹ Crores,25900.0
2015-06-01,SDRs,US $ Millions,4062.9
2015-06-01,Total,₹ Crores,2265960.0
2015-06-01,Total,US $ Millions,356001.0
2015-05-01,Foreign Currency Assets,₹ Crores,2086490.0
2015-05-01,Foreign Currency Assets,US $ Millions,327819.7
2015-05-01,Gold,₹ Crores,123320.0
2015-05-01,Gold,US $ Millions,19340.2
2015-05-01,Reserve Tranche Position,₹ Crores,8300.0
2015-05-01,Reserve Tranche Position,US $ Millions,1302.0
2015-05-01,SDRs,SDRs Millions,2889.0
2015-05-01,SDRs,₹ Crores,25610.0
2015-05-01,SDRs,US $ Millions,4017.0
2015-05-01,Total,₹ Crores,2243720.0
2015-05-01,Total,US $ Millions,352478.9
2015-04-01,Foreign Currency Assets,₹ Crores,2053830.0
2015-04-01,Foreign Currency Assets,US $ Millions,327153.2
2015-04-01,Gold,₹ Crores,122930.0
2015-04-01,Gold,US $ Millions,19335.7
2015-04-01,Reserve Tranche Position,₹ Crores,8370.0
2015-04-01,Reserve Tranche Position,US $ Millions,1316.9
2015-04-01,SDRs,SDRs Millions,2889.0
2015-04-01,SDRs,₹ Crores,25830.0
2015-04-01,SDRs,US $ Millions,4063.0
2015-04-01,Total,₹ Crores,2210960.0
2015-04-01,Total,US $ Millions,351868.8
2015-03-01,Foreign Currency Assets,₹ Crores,1985460.0
2015-03-01,Foreign Currency Assets,US $ Millions,317323.5
2015-03-01,Gold,₹ Crores,119160.0
2015-03-01,Gold,US $ Millions,19038.0
2015-03-01,Reserve Tranche Position,₹ Crores,8080.0
2015-03-01,Reserve Tranche Position,US $ Millions,1291.7
2015-03-01,SDRs,SDRs Millions,2889.0
2015-03-01,SDRs,₹ Crores,24940.0
2015-03-01,SDRs,US $ Millions,3985.2
2015-03-01,Total,₹ Crores,2137640.0
2015-03-01,Total,US $ Millions,341638.4
2015-02-01,Foreign Currency Assets,₹ Crores,1930490.0
2015-02-01,Foreign Currency Assets,US $ Millions,312200.1
2015-02-01,Gold,₹ Crores,122570.0
2015-02-01,Gold,US $ Millions,19837.0
2015-02-01,Reserve Tranche Position,₹ Crores,10070.0
2015-02-01,Reserve Tranche Position,US $ Millions,1630.3
2015-02-01,SDRs,SDRs Millions,2889.0
2015-02-01,SDRs,₹ Crores,25130.0
2015-02-01,SDRs,US $ Millions,4065.8
2015-02-01,Total,₹ Crores,2088260.0
2015-02-01,Total,US $ Millions,337733.2
2015-01-01,Foreign Currency Assets,₹ Crores,1874730.0
2015-01-01,Foreign Currency Assets,US $ Millions,303325.0
2015-01-01,Gold,₹ Crores,124650.0
2015-01-01,Gold,US $ Millions,20183.2
2015-01-01,Reserve Tranche Position,₹ Crores,6840.0
2015-01-01,Reserve Tranche Position,US $ Millions,1108.1
2015-01-01,SDRs,SDRs Millions,2889.0
2015-01-01,SDRs,₹ Crores,25150.0
2015-01-01,SDRs,US $ Millions,4072.6
2015-01-01,Total,₹ Crores,2031370.0
2015-01-01,Total,US $ Millions,328688.9
2014-12-01,Foreign Currency Assets,₹ Crores,1872290.0
2014-12-01,Foreign Currency Assets,US $ Millions,295946.9
2014-12-01,Gold,₹ Crores,122720.0
2014-12-01,Gold,US $ Millions,19377.8
2014-12-01,Reserve Tranche Position,₹ Crores,7210.0
2014-12-01,Reserve Tranche Position,US $ Millions,1138.8
2014-12-01,SDRs,SDRs Millions,2889.0
2014-12-01,SDRs,₹ Crores,26510.0
2014-12-01,SDRs,US $ Millions,4185.3
2014-12-01,Total,₹ Crores,2028730.0
2014-12-01,Total,US $ Millions,320648.8
2014-11-01,Foreign Currency Assets,₹ Crores,1803890.0
2014-11-01,Foreign Currency Assets,US $ Millions,290822.1
2014-11-01,Gold,₹ Crores,117660.0
2014-11-01,Gold,US $ Millions,18985.2
2014-11-01,Reserve Tranche Position,₹ Crores,9430.0
2014-11-01,Reserve Tranche Position,US $ Millions,1521.2
2014-11-01,SDRs,SDRs Millions,2889.0
2014-11-01,SDRs,₹ Crores,26210.0
2014-11-01,SDRs,US $ Millions,4229.9
2014-11-01,Total,₹ Crores,1957190.0
2014-11-01,Total,US $ Millions,315558.4
2014-10-01,Foreign Currency Assets,₹ Crores,1786220.0
2014-10-01,Foreign Currency Assets,US $ Millions,290365.8
2014-10-01,Gold,₹ Crores,121210.0
2014-10-01,Gold,US $ Millions,19738.4
2014-10-01,Reserve Tranche Position,₹ Crores,9430.0
2014-10-01,Reserve Tranche Position,US $ Millions,1535.6
2014-10-01,SDRs,SDRs Millions,2889.0
2014-10-01,SDRs,₹ Crores,26220.0
2014-10-01,SDRs,US $ Millions,4270.3
2014-10-01,Total,₹ Crores,1943080.0
2014-10-01,Total,US $ Millions,315910.1
2014-09-01,Foreign Currency Assets,₹ Crores,1776970.0
2014-09-01,Foreign Currency Assets,US $ Millions,288005.2
2014-09-01,Gold,₹ Crores,123310.0
2014-09-01,Gold,US $ Millions,20013.4
2014-09-01,Reserve Tranche Position,₹ Crores,9490.0
2014-09-01,Reserve Tranche Position,US $ Millions,1540.0
2014-09-01,SDRs,SDRs Millions,2889.0
2014-09-01,SDRs,₹ Crores,26390.0
2014-09-01,SDRs,US $ Millions,4282.6
2014-09-01,Total,₹ Crores,1936160.0
2014-09-01,Total,US $ Millions,313841.2
2014-08-01,Foreign Currency Assets,₹ Crores,1768480.0
2014-08-01,Foreign Currency Assets,US $ Millions,291393.2
2014-08-01,Gold,₹ Crores,126590.0
2014-08-01,Gold,US $ Millions,20933.2
2014-08-01,Reserve Tranche Position,₹ Crores,10200.0
2014-08-01,Reserve Tranche Position,US $ Millions,1687.3
2014-08-01,SDRs,SDRs Millions,2889.0
2014-08-01,SDRs,₹ Crores,26520.0
2014-08-01,SDRs,US $ Millions,4386.0
2014-08-01,Total,₹ Crores,1931790.0
2014-08-01,Total,US $ Millions,318399.7
2014-07-01,Foreign Currency Assets,₹ Crores,1769330.0
2014-07-01,Foreign Currency Assets,US $ Millions,292509.7
2014-07-01,Gold,₹ Crores,127560.0
